Total Return (%),Annual Return (%),Annual Volatility (%),Sharpe Ratio,Sortino Ratio,Calmar Ratio,Max Drawdown (%),Win Rate (%),Prediction Correlation,Information Coefficient,Prediction MSE,Direction Accuracy,Number of Trades,Trade Win Rate (%),Average Position Size (%),Final Portfolio Value,Initial Capital
188.8861757023362,14.39667867332306,2.649284323260437,5.4341765234186985,8.405749490187322,1.6296419029319822,-8.834259015689993,0.5622986036519871,0.3816583227811525,0.3816583227811525,0.008866524449387871,0.640171858216971,1862,56.22986036519871,0.6053540001475282,2888861.757023362,1000000
