feature,mean,std,count,cv
financials_4197_ytd_2662357,0.0,0.0,2,
financials_4197_ytd_2662357_lag_1,0.0,0.0,2,
financials_4197_ytd_2662357_lag_1_roll_mean_21,0.0,0.0,2,
financials_4197_ytd_2662357_lag_1_roll_mean_5,0.0,0.0,2,
financials_4197_ytd_2662357_lag_1_roll_mean_63,0.0,0.0,2,
financials_4197_ytd_2662357_lag_1_roll_std_21,0.00014145148,0.0002000426,2,1.4142135
financials_4197_ytd_2662357_lag_1_roll_std_5,0.0,0.0,2,
financials_4197_ytd_2662357_lag_1_roll_std_63,0.0,0.0,2,
financials_4197_ytd_2662357_lag_21,0.0,0.0,2,
financials_4197_ytd_2662357_lag_21_roll_mean_21,0.0,0.0,2,
financials_4197_ytd_2662357_lag_21_roll_mean_5,0.0,0.0,2,
financials_4197_ytd_2662357_lag_21_roll_mean_63,0.0,0.0,2,
financials_4197_ytd_2662357_lag_21_roll_std_21,0.0,0.0,2,
financials_4197_ytd_2662357_lag_21_roll_std_5,0.0,0.0,2,
financials_4197_ytd_2662357_lag_21_roll_std_63,0.0,0.0,2,
financials_4197_ytd_2662357_lag_5,0.0,0.0,2,
financials_4197_ytd_2662357_lag_5_roll_mean_21,0.0,0.0,2,
financials_4197_ytd_2662357_lag_5_roll_mean_5,0.0,0.0,2,
financials_4197_ytd_2662357_lag_5_roll_mean_63,0.0,0.0,2,
financials_4197_ytd_2662357_lag_5_roll_std_21,0.0,0.0,2,
financials_4197_ytd_2662357_lag_5_roll_std_5,0.0,0.0,2,
financials_4197_ytd_2662357_lag_5_roll_std_63,0.0,0.0,2,
financials_4197_ytd_2662357_roll_mean_21,0.0,0.0,2,
financials_4197_ytd_2662357_roll_mean_5,0.0,0.0,2,
financials_4197_ytd_2662357_roll_mean_63,0.0,0.0,2,
financials_4197_ytd_2662357_roll_std_21,0.0,0.0,2,
financials_4197_ytd_2662357_roll_std_5,0.0,0.0,2,
financials_4197_ytd_2662357_roll_std_63,0.0,0.0,2,
financials_4197_ytd_266255451,0.0,0.0,2,
financials_4197_ytd_266255451_lag_1,0.0,0.0,2,
financials_4197_ytd_266255451_lag_1_roll_mean_21,0.0,0.0,2,
financials_4197_ytd_266255451_lag_1_roll_mean_5,0.0,0.0,2,
financials_4197_ytd_266255451_lag_1_roll_mean_63,0.0,0.0,2,
financials_4197_ytd_266255451_lag_1_roll_std_21,0.0,0.0,2,
financials_4197_ytd_266255451_lag_1_roll_std_5,0.0,0.0,2,
financials_4197_ytd_266255451_lag_1_roll_std_63,0.0,0.0,2,
financials_4197_ytd_266255451_lag_21,0.0,0.0,2,
financials_4197_ytd_266255451_lag_21_roll_mean_21,0.0,0.0,2,
financials_4197_ytd_266255451_lag_21_roll_mean_5,0.0,0.0,2,
financials_4197_ytd_266255451_lag_21_roll_mean_63,0.0,0.0,2,
financials_4197_ytd_266255451_lag_21_roll_std_21,0.0,0.0,2,
financials_4197_ytd_266255451_lag_21_roll_std_5,0.0,0.0,2,
financials_4197_ytd_266255451_lag_21_roll_std_63,0.0001814703,0.00025663775,2,1.4142135
financials_4197_ytd_266255451_lag_5,0.0,0.0,2,
financials_4197_ytd_266255451_lag_5_roll_mean_21,0.0,0.0,2,
financials_4197_ytd_266255451_lag_5_roll_mean_5,0.0,0.0,2,
financials_4197_ytd_266255451_lag_5_roll_mean_63,0.0,0.0,2,
financials_4197_ytd_266255451_lag_5_roll_std_21,0.0,0.0,2,
financials_4197_ytd_266255451_lag_5_roll_std_5,0.0,0.0,2,
financials_4197_ytd_266255451_lag_5_roll_std_63,0.0,0.0,2,
financials_4197_ytd_266255451_roll_mean_21,0.0,0.0,2,
financials_4197_ytd_266255451_roll_mean_5,0.0,0.0,2,
financials_4197_ytd_266255451_roll_mean_63,0.0,0.0,2,
financials_4197_ytd_266255451_roll_std_21,0.0,0.0,2,
financials_4197_ytd_266255451_roll_std_5,0.00020125002,0.00028461052,2,1.4142137
financials_4197_ytd_266255451_roll_std_63,0.0,0.0,2,
financials_4197_ytd_280565845,0.0,0.0,2,
financials_4197_ytd_280565845_lag_1,0.0,0.0,2,
financials_4197_ytd_280565845_lag_1_roll_mean_21,0.0,0.0,2,
financials_4197_ytd_280565845_lag_1_roll_mean_5,0.0,0.0,2,
financials_4197_ytd_280565845_lag_1_roll_mean_63,0.0,0.0,2,
financials_4197_ytd_280565845_lag_1_roll_std_21,0.0,0.0,2,
financials_4197_ytd_280565845_lag_1_roll_std_5,0.0,0.0,2,
financials_4197_ytd_280565845_lag_1_roll_std_63,0.0,0.0,2,
financials_4197_ytd_280565845_lag_21,0.0,0.0,2,
financials_4197_ytd_280565845_lag_21_roll_mean_21,0.0,0.0,2,
financials_4197_ytd_280565845_lag_21_roll_mean_5,0.0,0.0,2,
financials_4197_ytd_280565845_lag_21_roll_mean_63,0.0,0.0,2,
financials_4197_ytd_280565845_lag_21_roll_std_21,0.0,0.0,2,
financials_4197_ytd_280565845_lag_21_roll_std_5,0.0,0.0,2,
financials_4197_ytd_280565845_lag_21_roll_std_63,0.0,0.0,2,
financials_4197_ytd_280565845_lag_5,0.0,0.0,2,
financials_4197_ytd_280565845_lag_5_roll_mean_21,0.0,0.0,2,
financials_4197_ytd_280565845_lag_5_roll_mean_5,0.0,0.0,2,
financials_4197_ytd_280565845_lag_5_roll_mean_63,0.0,0.0,2,
financials_4197_ytd_280565845_lag_5_roll_std_21,0.0,0.0,2,
financials_4197_ytd_280565845_lag_5_roll_std_5,0.0,0.0,2,
financials_4197_ytd_280565845_lag_5_roll_std_63,0.0,0.0,2,
financials_4197_ytd_280565845_roll_mean_21,0.0,0.0,2,
financials_4197_ytd_280565845_roll_mean_5,0.0,0.0,2,
financials_4197_ytd_280565845_roll_mean_63,0.0,0.0,2,
financials_4197_ytd_280565845_roll_std_21,0.0,0.0,2,
financials_4197_ytd_280565845_roll_std_5,0.0,0.0,2,
financials_4197_ytd_280565845_roll_std_63,0.0,0.0,2,
financials_4197_ytd_36789427,0.0,0.0,2,
financials_4197_ytd_36789427_lag_1,0.0,0.0,2,
financials_4197_ytd_36789427_lag_1_roll_mean_21,0.0,0.0,2,
financials_4197_ytd_36789427_lag_1_roll_mean_5,0.0,0.0,2,
financials_4197_ytd_36789427_lag_1_roll_mean_63,0.0,0.0,2,
financials_4197_ytd_36789427_lag_1_roll_std_21,0.0,0.0,2,
financials_4197_ytd_36789427_lag_1_roll_std_5,0.0,0.0,2,
financials_4197_ytd_36789427_lag_1_roll_std_63,0.00012391401,0.00017524087,2,1.4142135
financials_4197_ytd_36789427_lag_21,0.0,0.0,2,
financials_4197_ytd_36789427_lag_21_roll_mean_21,0.0,0.0,2,
financials_4197_ytd_36789427_lag_21_roll_mean_5,0.0,0.0,2,
financials_4197_ytd_36789427_lag_21_roll_mean_63,0.0,0.0,2,
financials_4197_ytd_36789427_lag_21_roll_std_21,0.0,0.0,2,
financials_4197_ytd_36789427_lag_21_roll_std_5,0.0,0.0,2,
financials_4197_ytd_36789427_lag_21_roll_std_63,0.0,0.0,2,
financials_4197_ytd_36789427_lag_5,0.0,0.0,2,
financials_4197_ytd_36789427_lag_5_roll_mean_21,1.0295757e-06,1.45604e-06,2,1.4142135
financials_4197_ytd_36789427_lag_5_roll_mean_5,0.0,0.0,2,
financials_4197_ytd_36789427_lag_5_roll_mean_63,0.0,0.0,2,
financials_4197_ytd_36789427_lag_5_roll_std_21,0.0,0.0,2,
financials_4197_ytd_36789427_lag_5_roll_std_5,0.0,0.0,2,
financials_4197_ytd_36789427_lag_5_roll_std_63,0.0,0.0,2,
financials_4197_ytd_36789427_roll_mean_21,0.0,0.0,2,
financials_4197_ytd_36789427_roll_mean_5,0.0,0.0,2,
financials_4197_ytd_36789427_roll_mean_63,0.0,0.0,2,
financials_4197_ytd_36789427_roll_std_21,0.0,0.0,2,
financials_4197_ytd_36789427_roll_std_5,0.0,0.0,2,
financials_4197_ytd_36789427_roll_std_63,0.0,0.0,2,
financials_4197_ytd_377957501,0.0,0.0,2,
financials_4197_ytd_377957501_lag_1,0.0,0.0,2,
financials_4197_ytd_377957501_lag_1_roll_mean_21,0.0,0.0,2,
financials_4197_ytd_377957501_lag_1_roll_mean_5,0.0,0.0,2,
financials_4197_ytd_377957501_lag_1_roll_mean_63,0.0,0.0,2,
financials_4197_ytd_377957501_lag_1_roll_std_21,0.0,0.0,2,
financials_4197_ytd_377957501_lag_1_roll_std_5,0.0,0.0,2,
financials_4197_ytd_377957501_lag_1_roll_std_63,0.0,0.0,2,
financials_4197_ytd_377957501_lag_21,0.0,0.0,2,
financials_4197_ytd_377957501_lag_21_roll_mean_21,1.3842217e-05,1.9575851e-05,2,1.4142135
financials_4197_ytd_377957501_lag_21_roll_mean_5,0.0,0.0,2,
financials_4197_ytd_377957501_lag_21_roll_mean_63,0.0,0.0,2,
financials_4197_ytd_377957501_lag_21_roll_std_21,0.0,0.0,2,
financials_4197_ytd_377957501_lag_21_roll_std_5,0.0,0.0,2,
financials_4197_ytd_377957501_lag_21_roll_std_63,0.0,0.0,2,
financials_4197_ytd_377957501_lag_5,0.0,0.0,2,
financials_4197_ytd_377957501_lag_5_roll_mean_21,0.0,0.0,2,
financials_4197_ytd_377957501_lag_5_roll_mean_5,0.0,0.0,2,
financials_4197_ytd_377957501_lag_5_roll_mean_63,0.0,0.0,2,
financials_4197_ytd_377957501_lag_5_roll_std_21,0.0,0.0,2,
financials_4197_ytd_377957501_lag_5_roll_std_5,0.0,0.0,2,
financials_4197_ytd_377957501_lag_5_roll_std_63,0.0,0.0,2,
financials_4197_ytd_377957501_roll_mean_21,0.0,0.0,2,
financials_4197_ytd_377957501_roll_mean_5,0.0,0.0,2,
financials_4197_ytd_377957501_roll_mean_63,0.0,0.0,2,
financials_4197_ytd_377957501_roll_std_21,0.0,0.0,2,
financials_4197_ytd_377957501_roll_std_5,0.0,0.0,2,
financials_4197_ytd_377957501_roll_std_63,0.0,0.0,2,
financials_4197_ytd_377973241,0.0,0.0,2,
financials_4197_ytd_377973241_lag_1,0.0,0.0,2,
financials_4197_ytd_377973241_lag_1_roll_mean_21,0.0,0.0,2,
financials_4197_ytd_377973241_lag_1_roll_mean_5,0.0,0.0,2,
financials_4197_ytd_377973241_lag_1_roll_mean_63,0.0,0.0,2,
financials_4197_ytd_377973241_lag_1_roll_std_21,0.0,0.0,2,
financials_4197_ytd_377973241_lag_1_roll_std_5,0.0,0.0,2,
financials_4197_ytd_377973241_lag_1_roll_std_63,0.0,0.0,2,
financials_4197_ytd_377973241_lag_21,0.0,0.0,2,
financials_4197_ytd_377973241_lag_21_roll_mean_21,0.0,0.0,2,
financials_4197_ytd_377973241_lag_21_roll_mean_5,0.0,0.0,2,
financials_4197_ytd_377973241_lag_21_roll_mean_63,0.0,0.0,2,
financials_4197_ytd_377973241_lag_21_roll_std_21,0.0,0.0,2,
financials_4197_ytd_377973241_lag_21_roll_std_5,0.0,0.0,2,
financials_4197_ytd_377973241_lag_21_roll_std_63,0.0,0.0,2,
financials_4197_ytd_377973241_lag_5,0.0,0.0,2,
financials_4197_ytd_377973241_lag_5_roll_mean_21,0.0,0.0,2,
financials_4197_ytd_377973241_lag_5_roll_mean_5,0.0,0.0,2,
financials_4197_ytd_377973241_lag_5_roll_mean_63,0.0,0.0,2,
financials_4197_ytd_377973241_lag_5_roll_std_21,0.0,0.0,2,
financials_4197_ytd_377973241_lag_5_roll_std_5,0.0,0.0,2,
financials_4197_ytd_377973241_lag_5_roll_std_63,0.0,0.0,2,
financials_4197_ytd_377973241_roll_mean_21,0.0,0.0,2,
financials_4197_ytd_377973241_roll_mean_5,0.0,0.0,2,
financials_4197_ytd_377973241_roll_mean_63,0.0,0.0,2,
financials_4197_ytd_377973241_roll_std_21,0.0,0.0,2,
financials_4197_ytd_377973241_roll_std_5,0.0,0.0,2,
financials_4197_ytd_377973241_roll_std_63,0.0,0.0,2,
financials_4197_ytd_540763162,0.0,0.0,2,
financials_4197_ytd_540763162_lag_1,0.0,0.0,2,
financials_4197_ytd_540763162_lag_1_roll_mean_21,0.0,0.0,2,
financials_4197_ytd_540763162_lag_1_roll_mean_5,0.0,0.0,2,
financials_4197_ytd_540763162_lag_1_roll_mean_63,0.0,0.0,2,
financials_4197_ytd_540763162_lag_1_roll_std_21,0.0,0.0,2,
financials_4197_ytd_540763162_lag_1_roll_std_5,0.0,0.0,2,
financials_4197_ytd_540763162_lag_1_roll_std_63,0.0,0.0,2,
financials_4197_ytd_540763162_lag_21,0.0,0.0,2,
financials_4197_ytd_540763162_lag_21_roll_mean_21,0.0,0.0,2,
financials_4197_ytd_540763162_lag_21_roll_mean_5,0.0,0.0,2,
financials_4197_ytd_540763162_lag_21_roll_mean_63,0.0,0.0,2,
financials_4197_ytd_540763162_lag_21_roll_std_21,0.0,0.0,2,
financials_4197_ytd_540763162_lag_21_roll_std_5,0.0,0.0,2,
financials_4197_ytd_540763162_lag_21_roll_std_63,0.0,0.0,2,
financials_4197_ytd_540763162_lag_5,0.0,0.0,2,
financials_4197_ytd_540763162_lag_5_roll_mean_21,0.0,0.0,2,
financials_4197_ytd_540763162_lag_5_roll_mean_5,0.0,0.0,2,
financials_4197_ytd_540763162_lag_5_roll_mean_63,0.0,0.0,2,
financials_4197_ytd_540763162_lag_5_roll_std_21,0.0,0.0,2,
financials_4197_ytd_540763162_lag_5_roll_std_5,0.0,0.0,2,
financials_4197_ytd_540763162_lag_5_roll_std_63,0.0,0.0,2,
financials_4197_ytd_540763162_roll_mean_21,0.0,0.0,2,
financials_4197_ytd_540763162_roll_mean_5,0.0,0.0,2,
financials_4197_ytd_540763162_roll_mean_63,0.0,0.0,2,
financials_4197_ytd_540763162_roll_std_21,0.0,0.0,2,
financials_4197_ytd_540763162_roll_std_5,0.0,0.0,2,
financials_4197_ytd_540763162_roll_std_63,0.0,0.0,2,
financials_4197_ytd_670990664,0.0,0.0,2,
financials_4197_ytd_670990664_lag_1,0.0,0.0,2,
financials_4197_ytd_670990664_lag_1_roll_mean_21,0.0,0.0,2,
financials_4197_ytd_670990664_lag_1_roll_mean_5,0.0,0.0,2,
financials_4197_ytd_670990664_lag_1_roll_mean_63,0.0,0.0,2,
financials_4197_ytd_670990664_lag_1_roll_std_21,0.0,0.0,2,
financials_4197_ytd_670990664_lag_1_roll_std_5,0.0,0.0,2,
financials_4197_ytd_670990664_lag_1_roll_std_63,0.0,0.0,2,
financials_4197_ytd_670990664_lag_21,0.0,0.0,2,
financials_4197_ytd_670990664_lag_21_roll_mean_21,0.0,0.0,2,
financials_4197_ytd_670990664_lag_21_roll_mean_5,0.0,0.0,2,
financials_4197_ytd_670990664_lag_21_roll_mean_63,0.0,0.0,2,
financials_4197_ytd_670990664_lag_21_roll_std_21,0.0,0.0,2,
financials_4197_ytd_670990664_lag_21_roll_std_5,0.0,0.0,2,
financials_4197_ytd_670990664_lag_21_roll_std_63,0.0,0.0,2,
financials_4197_ytd_670990664_lag_5,0.0,0.0,2,
financials_4197_ytd_670990664_lag_5_roll_mean_21,0.0,0.0,2,
financials_4197_ytd_670990664_lag_5_roll_mean_5,0.0,0.0,2,
financials_4197_ytd_670990664_lag_5_roll_mean_63,0.0,0.0,2,
financials_4197_ytd_670990664_lag_5_roll_std_21,0.0,0.0,2,
financials_4197_ytd_670990664_lag_5_roll_std_5,0.0,0.0,2,
financials_4197_ytd_670990664_lag_5_roll_std_63,0.0,0.0,2,
financials_4197_ytd_670990664_roll_mean_21,0.0,0.0,2,
financials_4197_ytd_670990664_roll_mean_5,0.0,0.0,2,
financials_4197_ytd_670990664_roll_mean_63,0.0,0.0,2,
financials_4197_ytd_670990664_roll_std_21,0.0,0.0,2,
financials_4197_ytd_670990664_roll_std_5,0.0,0.0,2,
financials_4197_ytd_670990664_roll_std_63,0.0,0.0,2,
financials_4197_ytd_692335406,0.0,0.0,2,
financials_4197_ytd_692335406_lag_1,0.0,0.0,2,
financials_4197_ytd_692335406_lag_1_roll_mean_21,0.0,0.0,2,
financials_4197_ytd_692335406_lag_1_roll_mean_5,0.0,0.0,2,
financials_4197_ytd_692335406_lag_1_roll_mean_63,0.0,0.0,2,
financials_4197_ytd_692335406_lag_1_roll_std_21,0.0,0.0,2,
financials_4197_ytd_692335406_lag_1_roll_std_5,0.0,0.0,2,
financials_4197_ytd_692335406_lag_1_roll_std_63,0.0,0.0,2,
financials_4197_ytd_692335406_lag_21,0.0,0.0,2,
financials_4197_ytd_692335406_lag_21_roll_mean_21,0.0,0.0,2,
financials_4197_ytd_692335406_lag_21_roll_mean_5,0.0,0.0,2,
financials_4197_ytd_692335406_lag_21_roll_mean_63,0.0,0.0,2,
financials_4197_ytd_692335406_lag_21_roll_std_21,0.0,0.0,2,
financials_4197_ytd_692335406_lag_21_roll_std_5,0.0,0.0,2,
financials_4197_ytd_692335406_lag_21_roll_std_63,0.0,0.0,2,
financials_4197_ytd_692335406_lag_5,0.0,0.0,2,
financials_4197_ytd_692335406_lag_5_roll_mean_21,0.0,0.0,2,
financials_4197_ytd_692335406_lag_5_roll_mean_5,0.0,0.0,2,
financials_4197_ytd_692335406_lag_5_roll_mean_63,0.0,0.0,2,
financials_4197_ytd_692335406_lag_5_roll_std_21,0.0,0.0,2,
financials_4197_ytd_692335406_lag_5_roll_std_5,0.0,0.0,2,
financials_4197_ytd_692335406_lag_5_roll_std_63,0.0,0.0,2,
financials_4197_ytd_692335406_roll_mean_21,0.0,0.0,2,
financials_4197_ytd_692335406_roll_mean_5,0.0,0.0,2,
financials_4197_ytd_692335406_roll_mean_63,0.0,0.0,2,
financials_4197_ytd_692335406_roll_std_21,0.0,0.0,2,
financials_4197_ytd_692335406_roll_std_5,0.0,0.0,2,
financials_4197_ytd_692335406_roll_std_63,0.0,0.0,2,
financials_4197_ytd_715341788,0.0,0.0,2,
financials_4197_ytd_715341788_lag_1,0.0,0.0,2,
financials_4197_ytd_715341788_lag_1_roll_mean_21,0.0,0.0,2,
financials_4197_ytd_715341788_lag_1_roll_mean_5,0.0,0.0,2,
financials_4197_ytd_715341788_lag_1_roll_mean_63,0.0,0.0,2,
financials_4197_ytd_715341788_lag_1_roll_std_21,0.0,0.0,2,
financials_4197_ytd_715341788_lag_1_roll_std_5,0.0,0.0,2,
financials_4197_ytd_715341788_lag_1_roll_std_63,0.0,0.0,2,
financials_4197_ytd_715341788_lag_21,0.0,0.0,2,
financials_4197_ytd_715341788_lag_21_roll_mean_21,0.0,0.0,2,
financials_4197_ytd_715341788_lag_21_roll_mean_5,0.0,0.0,2,
financials_4197_ytd_715341788_lag_21_roll_mean_63,0.0,0.0,2,
financials_4197_ytd_715341788_lag_21_roll_std_21,0.0,0.0,2,
financials_4197_ytd_715341788_lag_21_roll_std_5,0.0,0.0,2,
financials_4197_ytd_715341788_lag_21_roll_std_63,0.0,0.0,2,
financials_4197_ytd_715341788_lag_5,0.0,0.0,2,
financials_4197_ytd_715341788_lag_5_roll_mean_21,0.0,0.0,2,
financials_4197_ytd_715341788_lag_5_roll_mean_5,0.0,0.0,2,
financials_4197_ytd_715341788_lag_5_roll_mean_63,0.0,0.0,2,
financials_4197_ytd_715341788_lag_5_roll_std_21,0.0,0.0,2,
financials_4197_ytd_715341788_lag_5_roll_std_5,0.0,0.0,2,
financials_4197_ytd_715341788_lag_5_roll_std_63,0.0,0.0,2,
financials_4197_ytd_715341788_roll_mean_21,0.0,0.0,2,
financials_4197_ytd_715341788_roll_mean_5,0.0,0.0,2,
financials_4197_ytd_715341788_roll_mean_63,0.0,0.0,2,
financials_4197_ytd_715341788_roll_std_21,0.0,0.0,2,
financials_4197_ytd_715341788_roll_std_5,0.0,0.0,2,
financials_4197_ytd_715341788_roll_std_63,0.0,0.0,2,
financials_4213_ytd_2585937,0.0,0.0,2,
financials_4213_ytd_2585937_lag_1,0.0,0.0,2,
financials_4213_ytd_2585937_lag_1_roll_mean_21,0.0,0.0,2,
financials_4213_ytd_2585937_lag_1_roll_mean_5,0.0,0.0,2,
financials_4213_ytd_2585937_lag_1_roll_mean_63,0.0,0.0,2,
financials_4213_ytd_2585937_lag_1_roll_std_21,0.0,0.0,2,
financials_4213_ytd_2585937_lag_1_roll_std_5,0.0,0.0,2,
financials_4213_ytd_2585937_lag_1_roll_std_63,0.0,0.0,2,
financials_4213_ytd_2585937_lag_21,0.0,0.0,2,
financials_4213_ytd_2585937_lag_21_roll_mean_21,0.0,0.0,2,
financials_4213_ytd_2585937_lag_21_roll_mean_5,0.0,0.0,2,
financials_4213_ytd_2585937_lag_21_roll_mean_63,0.0,0.0,2,
financials_4213_ytd_2585937_lag_21_roll_std_21,0.0,0.0,2,
financials_4213_ytd_2585937_lag_21_roll_std_5,0.0,0.0,2,
financials_4213_ytd_2585937_lag_21_roll_std_63,0.0,0.0,2,
financials_4213_ytd_2585937_lag_5,0.0,0.0,2,
financials_4213_ytd_2585937_lag_5_roll_mean_21,0.0,0.0,2,
financials_4213_ytd_2585937_lag_5_roll_mean_5,0.0,0.0,2,
financials_4213_ytd_2585937_lag_5_roll_mean_63,0.0,0.0,2,
financials_4213_ytd_2585937_lag_5_roll_std_21,0.0,0.0,2,
financials_4213_ytd_2585937_lag_5_roll_std_5,0.0,0.0,2,
financials_4213_ytd_2585937_lag_5_roll_std_63,0.0,0.0,2,
financials_4213_ytd_2585937_roll_mean_21,0.0,0.0,2,
financials_4213_ytd_2585937_roll_mean_5,0.0,0.0,2,
financials_4213_ytd_2585937_roll_mean_63,0.0,0.0,2,
financials_4213_ytd_2585937_roll_std_21,0.0,0.0,2,
financials_4213_ytd_2585937_roll_std_5,0.0,0.0,2,
financials_4213_ytd_2585937_roll_std_63,0.0,0.0,2,
financials_4213_ytd_2588570,0.0,0.0,2,
financials_4213_ytd_2588570_lag_1,0.0,0.0,2,
financials_4213_ytd_2588570_lag_1_roll_mean_21,0.0,0.0,2,
financials_4213_ytd_2588570_lag_1_roll_mean_5,0.0,0.0,2,
financials_4213_ytd_2588570_lag_1_roll_mean_63,0.0,0.0,2,
financials_4213_ytd_2588570_lag_1_roll_std_21,0.0,0.0,2,
financials_4213_ytd_2588570_lag_1_roll_std_5,0.0,0.0,2,
financials_4213_ytd_2588570_lag_1_roll_std_63,0.0,0.0,2,
financials_4213_ytd_2588570_lag_21,0.0,0.0,2,
financials_4213_ytd_2588570_lag_21_roll_mean_21,0.0,0.0,2,
financials_4213_ytd_2588570_lag_21_roll_mean_5,0.0,0.0,2,
financials_4213_ytd_2588570_lag_21_roll_mean_63,0.0,0.0,2,
financials_4213_ytd_2588570_lag_21_roll_std_21,0.0,0.0,2,
financials_4213_ytd_2588570_lag_21_roll_std_5,0.0,0.0,2,
financials_4213_ytd_2588570_lag_21_roll_std_63,0.0,0.0,2,
financials_4213_ytd_2588570_lag_5,0.0,0.0,2,
financials_4213_ytd_2588570_lag_5_roll_mean_21,0.0,0.0,2,
financials_4213_ytd_2588570_lag_5_roll_mean_5,0.0,0.0,2,
financials_4213_ytd_2588570_lag_5_roll_mean_63,0.0,0.0,2,
financials_4213_ytd_2588570_lag_5_roll_std_21,0.0,0.0,2,
financials_4213_ytd_2588570_lag_5_roll_std_5,0.0,0.0,2,
financials_4213_ytd_2588570_lag_5_roll_std_63,0.0,0.0,2,
financials_4213_ytd_2588570_roll_mean_21,0.0,0.0,2,
financials_4213_ytd_2588570_roll_mean_5,0.0,0.0,2,
financials_4213_ytd_2588570_roll_mean_63,0.0,0.0,2,
financials_4213_ytd_2588570_roll_std_21,0.0,0.0,2,
financials_4213_ytd_2588570_roll_std_5,0.0,0.0,2,
financials_4213_ytd_2588570_roll_std_63,0.0,0.0,2,
financials_4213_ytd_2596903,0.0,0.0,2,
financials_4213_ytd_2596903_lag_1,0.0,0.0,2,
financials_4213_ytd_2596903_lag_1_roll_mean_21,0.0,0.0,2,
financials_4213_ytd_2596903_lag_1_roll_mean_5,0.0,0.0,2,
financials_4213_ytd_2596903_lag_1_roll_mean_63,0.0,0.0,2,
financials_4213_ytd_2596903_lag_1_roll_std_21,0.0,0.0,2,
financials_4213_ytd_2596903_lag_1_roll_std_5,0.0,0.0,2,
financials_4213_ytd_2596903_lag_1_roll_std_63,0.0,0.0,2,
financials_4213_ytd_2596903_lag_21,0.0,0.0,2,
financials_4213_ytd_2596903_lag_21_roll_mean_21,0.0,0.0,2,
financials_4213_ytd_2596903_lag_21_roll_mean_5,0.0,0.0,2,
financials_4213_ytd_2596903_lag_21_roll_mean_63,0.0,0.0,2,
financials_4213_ytd_2596903_lag_21_roll_std_21,0.0,0.0,2,
financials_4213_ytd_2596903_lag_21_roll_std_5,0.0,0.0,2,
financials_4213_ytd_2596903_lag_21_roll_std_63,0.0,0.0,2,
financials_4213_ytd_2596903_lag_5,0.0,0.0,2,
financials_4213_ytd_2596903_lag_5_roll_mean_21,0.0,0.0,2,
financials_4213_ytd_2596903_lag_5_roll_mean_5,0.0,0.0,2,
financials_4213_ytd_2596903_lag_5_roll_mean_63,0.0,0.0,2,
financials_4213_ytd_2596903_lag_5_roll_std_21,0.0,0.0,2,
financials_4213_ytd_2596903_lag_5_roll_std_5,0.0,0.0,2,
financials_4213_ytd_2596903_lag_5_roll_std_63,0.0,0.0,2,
financials_4213_ytd_2596903_roll_mean_21,0.0,0.0,2,
financials_4213_ytd_2596903_roll_mean_5,0.0,0.0,2,
financials_4213_ytd_2596903_roll_mean_63,0.0,0.0,2,
financials_4213_ytd_2596903_roll_std_21,0.0,0.0,2,
financials_4213_ytd_2596903_roll_std_5,0.0,0.0,2,
financials_4213_ytd_2596903_roll_std_63,0.0,0.0,2,
financials_4213_ytd_2601505,0.0,0.0,2,
financials_4213_ytd_2601505_lag_1,0.0,0.0,2,
financials_4213_ytd_2601505_lag_1_roll_mean_21,0.0,0.0,2,
financials_4213_ytd_2601505_lag_1_roll_mean_5,0.0,0.0,2,
financials_4213_ytd_2601505_lag_1_roll_mean_63,0.0,0.0,2,
financials_4213_ytd_2601505_lag_1_roll_std_21,0.0,0.0,2,
financials_4213_ytd_2601505_lag_1_roll_std_5,0.0,0.0,2,
financials_4213_ytd_2601505_lag_1_roll_std_63,0.0,0.0,2,
financials_4213_ytd_2601505_lag_21,0.0,0.0,2,
financials_4213_ytd_2601505_lag_21_roll_mean_21,0.0,0.0,2,
financials_4213_ytd_2601505_lag_21_roll_mean_5,0.0,0.0,2,
financials_4213_ytd_2601505_lag_21_roll_mean_63,0.0,0.0,2,
financials_4213_ytd_2601505_lag_21_roll_std_21,0.0,0.0,2,
financials_4213_ytd_2601505_lag_21_roll_std_5,0.0,0.0,2,
financials_4213_ytd_2601505_lag_21_roll_std_63,0.0,0.0,2,
financials_4213_ytd_2601505_lag_5,0.0,0.0,2,
financials_4213_ytd_2601505_lag_5_roll_mean_21,0.0,0.0,2,
financials_4213_ytd_2601505_lag_5_roll_mean_5,0.0,0.0,2,
financials_4213_ytd_2601505_lag_5_roll_mean_63,0.0,0.0,2,
financials_4213_ytd_2601505_lag_5_roll_std_21,0.0,0.0,2,
financials_4213_ytd_2601505_lag_5_roll_std_5,0.0,0.0,2,
financials_4213_ytd_2601505_lag_5_roll_std_63,0.0,0.0,2,
financials_4213_ytd_2601505_roll_mean_21,0.0,0.0,2,
financials_4213_ytd_2601505_roll_mean_5,0.0,0.0,2,
financials_4213_ytd_2601505_roll_mean_63,0.0,0.0,2,
financials_4213_ytd_2601505_roll_std_21,0.0,0.0,2,
financials_4213_ytd_2601505_roll_std_5,0.0,0.0,2,
financials_4213_ytd_2601505_roll_std_63,0.0,0.0,2,
financials_4213_ytd_2624586,0.0,0.0,2,
financials_4213_ytd_2624586_lag_1,0.0,0.0,2,
financials_4213_ytd_2624586_lag_1_roll_mean_21,0.0,0.0,2,
