feature,importance,date
ret_21d_2636693_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_2636693_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_2630079_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_2630079_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_2639318_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_171951645_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_2598323_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_25835213_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_270404072_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_270404072_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_336752717_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_336752717_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_62624571_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_62624571_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_410081172_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_410081172_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_25835213_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_240356503_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_2595754_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_303189491_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_303189491_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_137135978_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_137135978_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_51937491_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_51937491_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_2598323_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_240356503_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_126940574_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_171951645_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_133184870_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_433925520_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_433925520_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_7958855_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_7958855_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_21919882_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_21919882_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_2661158_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_2661158_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_133184870_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_126940574_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_269964116_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_269964116_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_22036506_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_22036506_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_413015367_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_413015367_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_249956494_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_249956494_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_2633241_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_416368664_lag_1_roll_mean_63,0.0,2018-03-05
financials_4430_ytd_2608411_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_231688248_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_2589381_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_2589381_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_8591648_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_8591648_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_2661992_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_2661992_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_10090310_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_10090310_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_231688248_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_266518872_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_2630498_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_2630498_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_48945042_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_48945042_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_2591063_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_2591063_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_2643241_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_2643241_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_266518872_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_2599381_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_2589491_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_3602466_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_260152468_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_260152468_lag_1_roll_mean_63,0.0,2018-03-05
financials_4430_ytd_2586546_lag_1_roll_std_63,0.0,2018-03-05
financials_4430_ytd_2586546_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_31311131_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_31311131_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_2627550_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_2627550_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_3602466_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_2599381_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_36844573_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_36844573_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_2613632_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_2613632_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_2624596_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_2624596_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_275317449_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_275317449_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_2589491_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_235922038_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_2635438_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_216959685_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_2624252_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_2652214_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_2652214_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_2661192_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_2661192_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_331296793_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_331296793_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_216959685_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_280761125_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_69023557_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_280761125_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_34896814_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_34896814_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_2614202_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_2614202_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_245851133_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_245851133_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_37117966_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_2624252_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_69023557_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_275052908_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_2649106_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_275052908_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_260217728_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_260217728_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_290977533_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_290977533_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_34384837_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_34384837_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_2649106_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_2592050_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_28942786_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_2592050_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_2659551_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_2659551_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_416056350_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_416056350_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_2636487_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_2636487_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_28942786_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_2635438_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_2599232_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_2613552_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_99930372_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_2655971_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_115907529_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_2587209_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_2587209_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_2626802_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_2626802_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_2636469_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_99930372_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_2661302_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_225387867_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_2661302_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_133366442_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_133366442_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_2638268_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_2638268_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_1776948460_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_1776948460_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_377973241_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_2655971_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_225387867_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_209737081_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_2642773_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_2613552_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_2595722_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_2595722_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_23604640_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_23604640_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_416905726_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_416905726_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_2642773_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_1892183070_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_2664468_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_1892183070_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_24673565_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_24673565_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_217681624_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_217681624_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_2661138_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_2661138_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_2664468_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_377973241_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_209737081_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_2599232_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_45495108_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_2659212_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_2659212_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_2605795_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_2605795_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_306186083_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_306186083_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_2614747_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_2614747_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_45495108_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_276368946_lag_1_roll_std_63,0.0,2018-03-05
financials_1103_ytd_2586910_lag_1_roll_std_63,0.0,2018-03-05
financials_1103_ytd_2586910_lag_1_roll_mean_63,0.0,2018-03-05
financials_45904_ytd_2586910_lag_1_roll_std_63,0.0,2018-03-05
financials_45904_ytd_2586910_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_412581413_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_412581413_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_1790506691_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_1790506691_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_276368946_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_410444414_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_46719970_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_22270100_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_46719970_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_2619516_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_2619516_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_2615162_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_2615162_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_223164315_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_223164315_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_2662349_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_22270100_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_410444414_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_39734352_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_39734352_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_21765053_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_21765053_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_2604934_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_2604934_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_340339948_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_340339948_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_134721329_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_134721329_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_207426776_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_404431010_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_23515113_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_23515113_lag_1_roll_mean_63,0.0,2018-03-05
financials_4256_ytd_2601707_lag_1_roll_std_63,0.0,2018-03-05
financials_4256_ytd_2601707_lag_1_roll_mean_63,0.0,2018-03-05
financials_4430_ytd_10286451_lag_1_roll_std_63,0.0,2018-03-05
financials_4430_ytd_10286451_lag_1_roll_mean_63,0.0,2018-03-05
financials_43898_ytd_2623174_lag_1_roll_std_63,0.0,2018-03-05
financials_43898_ytd_2623174_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_404431010_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_4027348_lag_1_roll_std_63,0.0,2018-03-05
financials_2027_ytd_2608553_lag_1_roll_std_63,0.0,2018-03-05
financials_2027_ytd_2608553_lag_1_roll_mean_63,0.0,2018-03-05
financials_4430_ytd_10402771_lag_1_roll_std_63,0.0,2018-03-05
financials_4430_ytd_10402771_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_2625650_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_2625650_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_2616221_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_2616221_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_4027348_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_2613802_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_181966677_lag_1_roll_mean_63,0.0,2018-03-05
financials_4197_ytd_2660857_lag_1_roll_std_63,0.0,2018-03-05
financials_4384_ytd_34028921_lag_1_roll_std_63,0.0,2018-03-05
financials_4384_ytd_34028921_lag_1_roll_mean_63,0.0,2018-03-05
financials_4430_ytd_2619182_lag_1_roll_std_63,0.0,2018-03-05
financials_4430_ytd_2619182_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_114714575_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_114714575_lag_1_roll_mean_63,0.0,2018-03-05
financials_4430_ytd_374177549_lag_1_roll_std_63,0.0,2018-03-05
financials_4430_ytd_374177549_lag_1_roll_mean_63,0.0,2018-03-05
financials_4197_ytd_2660857_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_2613802_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_542081661_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_542081661_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_2588077_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_2588077_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_528491389_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_528491389_lag_1_roll_mean_63,0.0,2018-03-05
illiqmasked_amp_wavg_illiq_50_2_v2_34810407_lag_1_roll_std_63,0.0,2018-03-05
illiqmasked_amp_wavg_illiq_50_2_v2_34810407_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_181966677_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_431399339_lag_1_roll_std_63,0.0,2018-03-05
financials_4213_ytd_34028921_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_88510031_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_2605788_lag_1_roll_mean_63,0.0,2018-03-05
financials_4430_ytd_8056895_lag_1_roll_std_63,0.0,2018-03-05
financials_4430_ytd_8056895_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_706171023_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_706171023_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_321644946_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_321644946_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_88510031_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_37284173_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_302954483_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_37284173_lag_1_roll_mean_63,0.0,2018-03-05
financials_1269_ytd_2650601_lag_1_roll_std_63,0.0,2018-03-05
financials_1269_ytd_2650601_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_31355603_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_31355603_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_317466536_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_317466536_lag_1_roll_mean_63,0.0,2018-03-05
financials_4213_ytd_272020044_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_2605788_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_302954483_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_431399339_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_429744821_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_261188366_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_261188366_lag_1_roll_mean_63,0.0,2018-03-05
financials_4213_ytd_2629750_lag_1_roll_std_63,0.0,2018-03-05
financials_4213_ytd_2629750_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_303837288_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_303837288_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_275241691_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_429744821_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_549259688_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_429033718_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_549259688_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_2621015_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_2621015_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_207420139_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_207420139_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_320010198_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_320010198_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_429033718_lag_1_roll_std_63,0.0,2018-03-05
financials_4213_ytd_34028921_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_2586511_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_207426776_lag_1_roll_std_63,0.0,2018-03-05
financials_4430_ytd_2630730_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_2657437_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_2657437_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_2660165_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_2660165_lag_1_roll_mean_63,0.0,2018-03-05
financials_4197_ytd_715341788_lag_1_roll_std_63,0.0,2018-03-05
financials_4197_ytd_715341788_lag_1_roll_mean_63,0.0,2018-03-05
financials_4430_ytd_2605662_lag_1_roll_std_63,0.0,2018-03-05
financials_4430_ytd_2605662_lag_1_roll_mean_63,0.0,2018-03-05
financials_4430_ytd_2630730_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_301683782_lag_1_roll_std_63,0.0,2018-03-05
financials_3524_ytd_10621103_lag_1_roll_std_63,0.0,2018-03-05
financials_3524_ytd_10621103_lag_1_roll_mean_63,0.0,2018-03-05
financials_4256_ytd_34810407_lag_1_roll_std_63,0.0,2018-03-05
financials_4256_ytd_34810407_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_2635617_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_2635617_lag_1_roll_mean_63,0.0,2018-03-05
financials_4384_ytd_2624586_lag_1_roll_std_63,0.0,2018-03-05
financials_4384_ytd_2624586_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_301683782_lag_1_roll_mean_63,0.0,2018-03-05
financials_2027_ytd_2597012_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_248377727_lag_1_roll_mean_63,0.0,2018-03-05
financials_4430_ytd_2614630_lag_1_roll_mean_63,0.0,2018-03-05
financials_43898_ytd_268780395_lag_1_roll_std_63,0.0,2018-03-05
financials_43898_ytd_268780395_lag_1_roll_mean_63,0.0,2018-03-05
financials_4430_ytd_38569142_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_2604128_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_2604128_lag_1_roll_mean_63,0.0,2018-03-05
financials_4430_ytd_24011574_lag_1_roll_std_63,0.0,2018-03-05
financials_4430_ytd_24011574_lag_1_roll_mean_63,0.0,2018-03-05
financials_4430_ytd_2614630_lag_1_roll_std_63,0.0,2018-03-05
financials_1269_ytd_2596492_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_2635825_lag_1_roll_mean_63,0.0,2018-03-05
financials_1269_ytd_2596492_lag_1_roll_mean_63,0.0,2018-03-05
financials_4430_ytd_2640712_lag_1_roll_std_63,0.0,2018-03-05
financials_4430_ytd_2640712_lag_1_roll_mean_63,0.0,2018-03-05
financials_4430_ytd_2590194_lag_1_roll_std_63,0.0,2018-03-05
financials_4430_ytd_2590194_lag_1_roll_mean_63,0.0,2018-03-05
financials_3524_ytd_6471435_lag_1_roll_std_63,0.0,2018-03-05
financials_3524_ytd_6471435_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_2635825_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_248377727_lag_1_roll_std_63,0.0,2018-03-05
financials_3524_ytd_430994973_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_2586511_lag_1_roll_std_63,0.0,2018-03-05
financials_4197_ytd_2622900_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_2637684_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_2637684_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_2603461_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_2603461_lag_1_roll_mean_63,0.0,2018-03-05
financials_4384_ytd_2622388_lag_1_roll_std_63,0.0,2018-03-05
financials_4384_ytd_2622388_lag_1_roll_mean_63,0.0,2018-03-05
financials_4197_ytd_2620042_lag_1_roll_std_63,0.0,2018-03-05
financials_4197_ytd_2620042_lag_1_roll_mean_63,0.0,2018-03-05
financials_4197_ytd_2622900_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_49687852_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_2591315_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_2591315_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_266190396_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_266190396_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_423654859_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_423654859_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_24011574_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_24011574_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_49687852_lag_1_roll_mean_63,0.0,2018-03-05
financials_4197_ytd_2613295_lag_1_roll_mean_63,0.0,2018-03-05
financials_3524_ytd_430994973_lag_1_roll_mean_63,0.0,2018-03-05
financials_4197_ytd_265816532_lag_1_roll_std_63,0.0,2018-03-05
financials_4430_ytd_32558969_lag_1_roll_std_63,0.0,2018-03-05
financials_4430_ytd_32558969_lag_1_roll_mean_63,0.0,2018-03-05
financials_4430_ytd_2595361_lag_1_roll_std_63,0.0,2018-03-05
financials_4430_ytd_2595361_lag_1_roll_mean_63,0.0,2018-03-05
financials_4384_ytd_2659979_lag_1_roll_std_63,0.0,2018-03-05
financials_4384_ytd_2659979_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_404432214_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_404432214_lag_1_roll_mean_63,0.0,2018-03-05
financials_4197_ytd_265816532_lag_1_roll_mean_63,0.0,2018-03-05
financials_4197_ytd_2613295_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_2586546_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_2586546_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_24268335_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_24268335_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_141718751_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_141718751_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_83534462_lag_1_roll_std_63,0.0,2018-03-05
ret_21d_83534462_lag_1_roll_mean_63,0.0,2018-03-05
financials_4213_ytd_272020044_lag_1_roll_mean_63,0.0,2018-03-05
financials_4384_ytd_272020044_lag_1_roll_std_63,0.0,2018-03-05
financials_4384_ytd_272020044_lag_1_roll_mean_63,0.0,2018-03-05
ret_21d_2655634_lag_1_roll_std_63,0.0,2018-03-05
financials_4197_ytd_2599839_lag_1_roll_std_63,0.0,2018-03-05
financials_4197_ytd_2599839_lag_1_roll_mean_63,0.0,2018-03-05
