date,portfolio_value
2019-10-25,1231339.2671474433
2019-10-28,1231844.4359133367
2019-10-29,1232105.1037530256
2019-10-30,1232516.410668771
2019-10-31,1232728.092650733
2019-11-01,1232565.1989742755
2019-11-04,1232348.2328814522
2019-11-05,1232166.0417989485
2019-11-06,1231730.3306219631
2019-11-07,1231412.5181470509
2019-11-08,1231192.4047186628
2019-11-11,1231026.8370588785
2019-11-12,1230907.6006523627
2019-11-13,1230761.9150745105
2019-11-14,1230455.0682190424
2019-11-15,1230208.6928548117
2019-11-18,1229980.0656111538
2019-11-19,1229607.7394436246
2019-11-20,1229288.6952740666
2019-11-21,1229246.5826149564
2019-11-22,1229344.9557610494
2019-11-25,1229533.7418649837
2019-11-26,1229842.7389889401
2019-11-27,1230115.3868764103
2019-11-29,1230295.921193519
2019-12-02,1230434.88274481
2019-12-03,1230710.0267276217
2019-12-04,1231121.2288350977
2019-12-05,1231564.8983156667
2019-12-06,1231973.6197454655
2019-12-09,1232404.1015403785
2019-12-10,1232821.706905901
2019-12-11,1233287.9010216123
2019-12-12,1233844.9296779076
2019-12-13,1234606.4557553907
2019-12-16,1235616.8986463484
2019-12-17,1236677.4147002252
2019-12-18,1237832.6329314415
2019-12-19,1237832.6329314415
2019-12-20,1237832.6329314415
2019-12-23,1236250.4732467015
2019-12-24,1234544.8928576396
2019-12-26,1232770.33872401
2019-12-27,1230986.5848835907
2019-12-30,1229130.2165747867
2019-12-31,1227216.3913712616
2020-01-02,1225206.498641694
2020-01-03,1226999.4311127076
2020-01-06,1228869.870081727
2020-01-07,1230684.4589837654
2020-01-08,1232552.781237764
2020-01-09,1234360.246621646
2020-01-10,1236198.4605842703
2020-01-13,1237963.2661116538
2020-01-14,1239774.6830769503
2020-01-15,1241597.993082607
2020-01-16,1243276.1555246923
2020-01-17,1244917.4700432476
2020-01-21,1244917.4700432476
2020-01-22,1244917.4700432476
2020-01-23,1243763.5291244762
2020-01-24,1243763.5291244762
2020-01-27,1243285.44844421
2020-01-28,1242900.0559016846
2020-01-29,1242900.0559016846
2020-01-30,1242900.0559016846
2020-01-31,1241782.4843045638
2020-02-03,1240198.7396689935
2020-02-04,1238597.3509933378
2020-02-05,1237077.3369386948
2020-02-06,1235937.7535380456
2020-02-07,1235504.5693866569
2020-02-10,1236505.167264163
2020-02-11,1238680.1497682193
2020-02-12,1242027.9269096013
2020-02-13,1245708.093169561
2020-02-14,1250018.0700982334
2020-02-18,1253938.204845268
2020-02-19,1257456.3467938504
2020-02-20,1260733.53049407
2020-02-21,1263952.4148638782
2020-02-24,1266981.2690481157
2020-02-25,1270187.0726650385
2020-02-26,1273377.2832064475
2020-02-27,1276524.5689478992
2020-02-28,1279962.2610827317
2020-03-02,1283505.8685569428
2020-03-03,1287014.2218672086
2020-03-04,1290833.4402887553
2020-03-05,1294698.0687195593
2020-03-06,1298530.3684290785
2020-03-09,1302050.084904914
2020-03-10,1304835.4920248287
2020-03-11,1306065.2878393498
2020-03-12,1305917.5997547617
2020-03-13,1304657.4905628562
2020-03-16,1303326.3553071502
2020-03-17,1301721.5181790318
2020-03-18,1302343.4035839634
2020-03-19,1302524.4378176692
2020-03-20,1301495.4014438936
2020-03-23,1302205.6864341102
2020-03-24,1302801.5570460404
2020-03-25,1302801.5570460404
2020-03-26,1302801.5570460404
2020-03-27,1303512.3816921334
2020-03-30,1303512.3816921334
2020-03-31,1303512.3816921334
2020-04-01,1303512.3816921334
2020-04-02,1303512.3816921334
2020-04-03,1302845.4519090373
2020-04-06,1302845.4519090373
2020-04-07,1302538.2887023587
2020-04-08,1302538.2887023587
2020-04-09,1302643.8698732737
2020-04-13,1302648.974099364
2020-04-14,1302585.6354262852
2020-04-15,1302585.6354262852
2020-04-16,1302722.4643954013
2020-04-17,1303128.5670577828
2020-04-20,1304300.2138361824
2020-04-21,1306030.7849255088
2020-04-22,1308371.8109891973
2020-04-23,1310908.749123636
2020-04-24,1313860.078885764
2020-04-27,1316819.1903571342
2020-04-28,1316819.1903571342
2020-04-29,1319744.2063107188
2020-04-30,1323006.0588184006
2020-05-01,1326575.0143717926
2020-05-04,1330410.6400257612
2020-05-05,1334907.9362355873
2020-05-06,1339603.050312246
2020-05-07,1344304.0089072462
2020-05-08,1348874.5573412573
2020-05-11,1353222.6293623315
2020-05-12,1357175.952852758
2020-05-13,1360828.7786565514
2020-05-14,1364391.4205329025
2020-05-15,1367515.9922043302
2020-05-18,1370200.4059979944
2020-05-19,1372504.031975103
2020-05-20,1374596.4758373543
2020-05-21,1376235.8481645556
2020-05-22,1377444.0940069153
2020-05-26,1378170.49820211
2020-05-27,1378327.3768052442
2020-05-28,1377939.8440302215
2020-05-29,1377185.6946793732
2020-06-01,1376316.6490717256
2020-06-02,1375560.0589318087
2020-06-03,1375002.396619698
2020-06-04,1375002.396619698
2020-06-05,1375002.396619698
2020-06-08,1375002.396619698
2020-06-09,1375002.396619698
2020-06-10,1373598.3521367426
2020-06-11,1372543.960817997
2020-06-12,1372498.956669445
2020-06-15,1373026.874786729
2020-06-16,1374087.7852554044
2020-06-17,1375813.081603845
2020-06-18,1377863.1787679857
2020-06-19,1379654.0515240505
2020-06-22,1381523.9489503647
2020-06-23,1383551.1445002581
2020-06-24,1385651.0566059672
2020-06-25,1387803.6609363314
2020-06-26,1390099.6532102863
2020-06-29,1392501.867892952
2020-06-30,1394762.5267746006
2020-07-01,1397090.1941343439
2020-07-02,1399487.85447556
2020-07-06,1401840.3009188978
2020-07-07,1403908.0660578765
2020-07-08,1405945.130130784
2020-07-09,1407921.431912455
2020-07-10,1409888.2274516413
2020-07-13,1411851.7506443188
2020-07-14,1413841.8968263255
2020-07-15,1415682.3556721206
2020-07-16,1417039.0878739965
2020-07-17,1418027.609889441
2020-07-20,1418647.911724977
2020-07-21,1419215.2457911728
2020-07-22,1419663.1729154696
2020-07-23,1420132.4501990818
2020-07-24,1420548.4566879864
2020-07-27,1420856.4505836428
2020-07-28,1421098.0501468086
2020-07-29,1421325.2638145029
2020-07-30,1421452.5612517574
2020-07-31,1421201.2319941008
2020-08-03,1420631.8830030141
2020-08-04,1419773.8231875456
2020-08-05,1418976.8670317738
2020-08-06,1418092.6189641955
2020-08-07,1417194.9608142865
2020-08-10,1416142.0297717024
2020-08-11,1414924.491090416
2020-08-12,1413374.0301333736
2020-08-13,1411763.9937339413
2020-08-14,1410387.690382107
2020-08-17,1409196.3995640485
2020-08-18,1408209.5762050794
2020-08-19,1407219.204551101
2020-08-20,1406167.235722527
2020-08-21,1404956.2685238924
2020-08-24,1404034.9821699685
2020-08-25,1403721.183764066
2020-08-26,1403406.506287294
2020-08-27,1403118.366399329
2020-08-28,1402852.0303140117
2020-08-31,1403174.3022933917
2020-09-01,1403819.854278187
2020-09-02,1404794.0693410158
2020-09-03,1406172.1632143252
2020-09-04,1408008.3421312505
2020-09-08,1410174.4638023302
2020-09-09,1412860.2722654152
2020-09-10,1415922.1930240947
2020-09-11,1419315.4055307105
2020-09-14,1422693.8003417442
2020-09-15,1425497.1735549194
2020-09-16,1428579.1055166374
2020-09-17,1431457.8449025669
2020-09-18,1434109.073344021
2020-09-21,1436610.4715069784
2020-09-22,1438961.8912992035
2020-09-23,1441246.4646858706
2020-09-24,1443458.7402419983
2020-09-25,1445431.6264213866
2020-09-28,1446960.888441077
2020-09-29,1447829.6521707089
2020-09-30,1448026.7493708453
2020-10-01,1447767.5246115036
2020-10-02,1447155.6965457143
2020-10-05,1446269.8256771069
2020-10-06,1445446.1791633533
2020-10-07,1444681.9248419113
2020-10-08,1444272.2838336315
2020-10-09,1443950.5505705897
2020-10-12,1443881.8495733154
2020-10-13,1444087.2111196686
2020-10-14,1444390.2416981542
2020-10-15,1444626.8874283195
2020-10-16,1445114.686785169
2020-10-19,1446029.1749551068
2020-10-20,1447348.5273815705
2020-10-21,1449027.5476053571
2020-10-22,1450869.0773890351
2020-10-23,1452989.3904957953
2020-10-26,1455158.7202158265
2020-10-27,1457462.5238597787
2020-10-28,1460239.4131399384
2020-10-29,1463304.7410566623
2020-10-30,1466302.799159718
2020-11-02,1469121.4786907795
2020-11-03,1471545.7008007148
2020-11-04,1473295.0515170875
2020-11-05,1474349.3525127608
2020-11-06,1474587.9671387726
2020-11-09,1474409.7397865586
2020-11-10,1473733.231010528
2020-11-11,1472893.6636902953
2020-11-12,1472028.1668382012
2020-11-13,1471317.2721189295
2020-11-16,1470400.5062735856
2020-11-17,1469608.7825539948
2020-11-18,1468514.9464471787
2020-11-19,1467396.3116325787
2020-11-20,1466379.804727685
2020-11-23,1465511.5013692428
2020-11-24,1464740.868209495
2020-11-25,1464385.0842053492
2020-11-27,1464229.5805695357
2020-11-30,1464227.6080081095
2020-12-01,1464619.920451545
2020-12-02,1465119.1881232574
2020-12-03,1465884.0548035163
2020-12-04,1467107.8230629687
2020-12-07,1469028.76226119
2020-12-08,1471206.5504818289
2020-12-09,1473966.1774014654
2020-12-10,1477193.592696618
2020-12-11,1480317.42970246
2020-12-14,1483335.779136081
2020-12-15,1486498.1647823872
2020-12-16,1489689.9059603605
2020-12-17,1492640.5122909546
2020-12-18,1495832.37820132
2020-12-21,1499078.025416284
2020-12-22,1502454.8682261608
2020-12-23,1505745.9195349745
