date,weights,portfolio_return,prediction,actual_return
2018-06-14,{'primary_asset': np.float32(-0.005673966)},-0.0004072820794380755,-0.015317937,0.07712913761649132
2018-06-15,{'primary_asset': np.float32(-0.0075897435)},-0.0005795644246512796,-0.017909033,0.07712913761649132
2018-06-18,{'primary_asset': np.float32(-0.008653894)},-0.0006587703485169282,-0.019331686,0.07357318630810916
2018-06-19,{'primary_asset': np.float32(-0.013566684)},-0.0011112449286007347,-0.024483774,0.07970074151746713
2018-06-20,{'primary_asset': np.float32(-0.015293085)},-0.0012832232187107526,-0.026194636,0.08701140679588942
2018-06-21,{'primary_asset': np.float32(-0.018442199)},-0.0015829977679638015,-0.029280549,0.08676368658067209
2018-06-22,{'primary_asset': np.float32(-0.0150127495)},-0.0013386724928825618,-0.02690741,0.09379619010170297
2018-06-25,{'primary_asset': np.float32(-0.006769981)},-0.0006351576141217196,-0.018178761,0.09682651067130285
2018-06-26,{},0.0,0.002354622,0.09626953025794399
2018-06-27,{'primary_asset': np.float32(0.018924655)},0.0017218600898491123,0.030220736,0.10626916634608773
2018-06-28,{'primary_asset': np.float32(0.02)},0.0018832621639453314,0.044337112,0.10265415406008337
2018-06-29,{'primary_asset': np.float32(0.02)},0.0020520542741875813,0.04413595,0.13599421860546493
2018-07-02,{'primary_asset': np.float32(0.02)},0.002024035827357545,0.033178173,0.08982189880722835
2018-07-03,{'primary_asset': np.float32(0.02)},0.0019502258595337821,0.07815823,0.07781703788955809
2018-07-05,{'primary_asset': np.float32(0.02)},0.001856635404092144,0.07583014,0.08287155196270074
2018-07-06,{'primary_asset': np.float32(0.02)},0.0018067204229727002,0.07534958,0.09017540850130068
2018-07-09,{'primary_asset': np.float32(0.02)},0.0015958216815465472,0.07609236,0.0832695320704381
2018-07-10,{'primary_asset': np.float32(0.02)},0.001643112628885012,0.07776502,0.10164463590610337
2018-07-11,{'primary_asset': np.float32(0.02)},0.0017448028694977509,0.0783222,0.10323959861098131
2018-07-12,{'primary_asset': np.float32(0.02)},0.001790955511653828,0.07589167,0.09440971275961797
2018-07-13,{'primary_asset': np.float32(0.02)},0.0017936545467195353,0.07372843,0.09085016728280958
2018-07-16,{'primary_asset': np.float32(0.02)},0.0018853783112621337,0.074492656,0.1062004737186342
2018-07-17,{'primary_asset': np.float32(0.02)},0.0019337147278706873,0.07542537,0.11372874032834263
2018-07-18,{'primary_asset': np.float32(0.02)},0.0019577453948618423,0.077414684,0.10924726549305176
2018-07-19,{'primary_asset': np.float32(0.02)},0.00204941439243914,0.0763899,0.11732696266618287
2018-07-20,{'primary_asset': np.float32(0.02)},0.002269694393921729,0.07529113,0.14592016888436726
2018-07-23,{'primary_asset': np.float32(0.02)},0.0024412025970647123,0.07434202,0.14907752546275685
2018-07-24,{'primary_asset': np.float32(0.02)},0.002663817035443294,0.074440956,0.16938235116694317
2018-07-25,{'primary_asset': np.float32(0.02)},0.0027478465956532723,0.07464611,0.13025465601509817
2018-07-26,{'primary_asset': np.float32(0.02)},0.0027920633690020243,0.07192131,0.12838115625045118
2018-07-27,{'primary_asset': np.float32(0.02)},0.002612347954139815,0.07297855,0.10099131416457698
2018-07-30,{'primary_asset': np.float32(0.02)},0.002398263820796595,0.06611739,0.09555649093066336
2018-07-31,{'primary_asset': np.float32(0.02)},0.0020118647958542245,0.066941135,0.0727825927721778
2018-08-01,{'primary_asset': np.float32(0.02)},0.0018303815231631635,0.029382618,0.08488383682821599
2018-08-02,{'primary_asset': np.float32(0.02)},0.0016056421214785687,0.05387433,0.07219630457347323
2018-08-03,{'primary_asset': np.float32(0.02)},0.0013400635138227333,0.046364594,0.03459666076658194
2018-08-06,{'primary_asset': np.float32(0.02)},0.0010695198876791321,0.046026282,0.027920582882982714
2018-08-07,{'primary_asset': np.float32(0.02)},0.0008801762363087665,0.03250281,0.025446678871546308
2018-08-08,{'primary_asset': np.float32(0.02)},0.0006070962008431246,0.030456722,0.016613826435851825
2018-08-09,{'primary_asset': np.float32(0.02)},0.00031321874129164177,0.026172511,-0.0012730619565657771
2018-08-10,{'primary_asset': np.float32(0.02)},0.00027648931236013867,0.022548303,0.025414303328464487
2018-08-13,{'primary_asset': np.float32(0.02)},0.0002706732737108595,0.02697629,0.02646657318816327
2018-08-14,{'primary_asset': np.float32(0.02)},0.0001889872056168612,0.028260294,0.005025161391590241
2018-08-15,{'primary_asset': np.float32(0.02)},0.00014248216695708011,0.029604623,0.004987566511039398
2018-08-16,{'primary_asset': np.float32(0.02)},0.00020206447005207139,0.027410543,0.013622514150124105
2018-08-17,{'primary_asset': np.float32(0.02)},-1.4708596616704183e-05,0.026903417,-0.028778964550043324
2018-08-20,{'primary_asset': np.float32(0.02)},-0.0004031525260141584,0.022649199,-0.07064441133179994
2018-08-21,{'primary_asset': np.float32(0.02)},-0.0006246687558545614,0.019939708,-0.05035389730632893
2018-08-22,{'primary_asset': np.float32(0.02)},-0.0009230702719525476,0.031174785,-0.06961281418090562
2018-08-23,{'primary_asset': np.float32(0.02)},-0.0011711083139589852,0.027731579,-0.048386997737505835
2018-08-24,{},0.0,0.0044949516,-0.06416193441536601
2018-08-27,{},0.0,-0.0029798048,-0.06322914515796785
2018-08-28,{'primary_asset': np.float32(-0.015989747)},0.0009692428090292944,-0.015858434,-0.08269170646204957
2018-08-29,{},0.0,-0.0062220846,-0.06276662200426883
2018-08-30,{},0.0,0.0012913028,-0.0969901835886552
2018-08-31,{'primary_asset': np.float32(-0.02)},0.0015658845600412415,-0.07654974,-0.11079349147467142
2018-09-04,{'primary_asset': np.float32(-0.02)},0.0016951245148876803,-0.03946504,-0.09553913459176207
2018-09-05,{'primary_asset': np.float32(-0.02)},0.0018307031692911633,-0.05060112,-0.11658637082052511
2018-09-06,{'primary_asset': np.float32(-0.02)},0.002106217408289034,-0.048582543,-0.13164518329329242
2018-09-07,{'primary_asset': np.float32(-0.02)},0.0021802529144738033,-0.047321826,-0.11549906054855297
2018-09-10,{'primary_asset': np.float32(-0.02)},0.0022353298889315086,-0.03733329,-0.12456273539686433
2018-09-11,{'primary_asset': np.float32(-0.02)},0.0025021949864270977,-0.05087158,-0.16225541045688444
2018-09-12,{'primary_asset': np.float32(-0.02)},0.002752678536204638,-0.04560275,-0.179207259664596
2018-09-13,{'primary_asset': np.float32(-0.02)},0.0029587243598077156,-0.047888037,-0.18315664034543275
2018-09-14,{'primary_asset': np.float32(-0.02)},0.003206897461395885,-0.050239533,-0.17754233733237054
2018-09-17,{'primary_asset': np.float32(-0.02)},0.0034297243254991544,-0.039609924,-0.18026945266782382
2018-09-18,{'primary_asset': np.float32(-0.02)},0.003469686301999248,-0.026902452,-0.1722459048052129
2018-09-19,{'primary_asset': np.float32(-0.02)},0.003422249253913366,-0.02277648,-0.16734799737805026
2018-09-20,{'primary_asset': np.float32(-0.02)},0.0034156072357680034,-0.025207413,-0.18149613577197699
2018-09-21,{'primary_asset': np.float32(-0.02)},0.003436394691565399,-0.05724461,-0.18273920139787825
2018-09-24,{'primary_asset': np.float32(-0.02)},0.003365799747680244,-0.046957705,-0.16262071630205524
2018-09-25,{'primary_asset': np.float32(-0.02)},0.0032633707945426936,-0.054560475,-0.14663866594845884
2018-09-26,{'primary_asset': np.float32(-0.02)},0.0030553788239721675,-0.043820538,-0.11535000357317303
2018-09-27,{'primary_asset': np.float32(-0.02)},0.0027057312485046733,-0.035369016,-0.0940842399512953
2018-09-28,{'primary_asset': np.float32(-0.02)},0.002484464199824756,-0.042610493,-0.1274224379914729
2018-10-01,{'primary_asset': np.float32(-0.02)},0.0020164654679550734,-0.034565873,-0.04562103071948788
2018-10-02,{'primary_asset': np.float32(-0.02)},0.001611685170273402,-0.033425063,-0.04544358926615477
2018-10-03,{'primary_asset': np.float32(-0.02)},0.0008692404325912912,-0.028295785,0.07026118499608812
2018-10-04,{'primary_asset': np.float32(-0.02)},6.016643920017187e-05,-0.041401517,0.10818426291753783
2018-10-05,{'primary_asset': np.float32(-0.02)},-0.0011040409322184315,-0.039465062,0.16362941136869374
2018-10-08,{'primary_asset': np.float32(-0.02)},-0.0020737375722211793,-0.037538968,0.1968031346998014
2018-10-09,{'primary_asset': np.float32(-0.02)},-0.003213431903994317,-0.032170553,0.23948000004566833
2018-10-10,{'primary_asset': np.float32(-0.02)},-0.0040589794358937455,-0.021048313,0.2816480726958104
2018-10-11,{},0.0,-0.008983786,0.2916204419807878
2018-10-12,{},0.0,-0.0050601354,0.3043245012718218
2018-10-15,{},0.0,-0.006162403,0.29168761632228535
2018-10-16,{'primary_asset': np.float32(-0.02)},-0.005716994068485919,-0.029146407,0.23496791686972868
2018-10-17,{'primary_asset': np.float32(-0.010471363)},-0.0028799988090019175,-0.012247747,0.22757814838207546
2018-10-18,{},0.0,-0.0040587513,0.19931038238042467
2018-10-19,{'primary_asset': np.float32(-0.02)},-0.004595587462886608,-0.020964632,0.17035282751974432
2018-10-22,{},0.0,0.004113145,0.1464182504216357
2018-10-23,{},0.0,0.0016387171,0.11792037171573425
2018-10-24,{'primary_asset': np.float32(0.0080461465)},0.0012141478590345432,0.010752572,0.1454884446584972
2018-10-25,{'primary_asset': np.float32(0.01709481)},0.0023395045530484183,0.013134768,0.12909346351858306
2018-10-26,{'primary_asset': np.float32(0.02)},0.0025321723671087146,0.016185299,0.11912257553958493
2018-10-29,{'primary_asset': np.float32(0.02)},0.0025677886694901913,0.014428882,0.15532232621602637
2018-10-30,{'primary_asset': np.float32(0.02)},0.002481621267648425,0.043021522,0.09637852077379477
2018-10-31,{'primary_asset': np.float32(0.02)},0.002402553590801339,0.114047356,0.1257215250049006
2018-11-01,{'primary_asset': np.float32(0.02)},0.001947886255926408,0.107145965,0.015426627259198623
2018-11-02,{'primary_asset': np.float32(0.02)},0.001170579664989501,0.09270131,-0.07520407653818094
2018-11-05,{'primary_asset': np.float32(0.02)},0.0001357579504536233,0.093091525,-0.10338310820046016
2018-11-06,{'primary_asset': np.float32(0.02)},-0.0008537105993451134,0.07651548,-0.1509886222049759
2018-11-07,{'primary_asset': np.float32(0.02)},-0.001997569319619647,0.08836894,-0.16024316145554168
2018-11-08,{'primary_asset': np.float32(0.02)},-0.0026967098595547232,0.061372157,-0.15935851163132253
2018-11-09,{'primary_asset': np.float32(0.02)},-0.003004381548879613,0.058347166,-0.15212200058865297
2018-11-12,{'primary_asset': np.float32(0.02)},-0.0032291645603466797,0.04435464,-0.15957886232329999
2018-11-13,{'primary_asset': np.float32(0.02)},-0.0032969743624892563,0.046552524,-0.16794107311953685
2018-11-14,{'primary_asset': np.float32(0.02)},-0.0032581330266073967,0.04624332,-0.15053282726803377
2018-11-15,{'primary_asset': np.float32(0.02)},-0.0031634623242297517,0.05211022,-0.13569083550789754
2018-11-16,{'primary_asset': np.float32(0.02)},-0.0030629834371563905,0.04814824,-0.1270022782588433
2018-11-19,{'primary_asset': np.float32(0.02)},-0.0028443586513621426,0.054285873,-0.10492266465307655
2018-11-20,{'primary_asset': np.float32(0.02)},-0.002606437406471393,0.06464263,-0.10846076056736102
2018-11-21,{'primary_asset': np.float32(0.02)},-0.0023975093419071236,0.0630664,-0.09830080995948973
2018-11-23,{},0.0,-0.00035964983,-0.11617015026145955
2018-11-26,{'primary_asset': np.float32(-0.02)},0.0020046591683117562,-0.031893905,-0.09831041776569902
2018-11-27,{'primary_asset': np.float32(-0.02)},0.0018450549556228014,-0.031370107,-0.06502161058897972
2018-11-28,{'primary_asset': np.float32(-0.02)},0.0017708584296872766,-0.0419534,-0.0899116286688744
2018-11-29,{'primary_asset': np.float32(-0.02)},0.0016927309438099377,-0.048280828,-0.07876893805358351
2018-11-30,{'primary_asset': np.float32(-0.02)},0.0016158522187310227,-0.0541359,-0.0969504685621375
2018-12-03,{'primary_asset': np.float32(-0.02)},0.0015352308378654052,-0.049814977,-0.07815507209878765
2018-12-04,{'primary_asset': np.float32(-0.02)},0.0011933284479986198,-0.0337082,0.020453988788245142
2018-12-06,{'primary_asset': np.float32(-0.02)},0.0007440392350272034,-0.0290221,0.022410677084578917
2018-12-07,{'primary_asset': np.float32(-0.01797543)},0.0002896116982953478,-0.024020327,0.026683215058594112
2018-12-10,{},0.0,-0.001160806,0.01147024769279358
2018-12-11,{},0.0,0.00062374445,-0.008888933713271402
2018-12-12,{},0.0,-0.0019019232,-0.014071138691624293
2018-12-13,{},0.0,0.0046990174,-0.0033660621786756324
2018-12-14,{'primary_asset': np.float32(0.0068101124)},-4.428385747491867e-05,0.014707836,0.0073425775192595385
2018-12-17,{'primary_asset': np.float32(0.016184231)},8.903097748074175e-05,0.022673454,0.07148902696409436
2018-12-18,{'primary_asset': np.float32(0.02)},0.00044167931150019245,0.027255518,0.07402542665731011
2018-12-19,{'primary_asset': np.float32(0.02)},0.0009547077429134158,0.037988093,0.11418597202845139
2018-12-20,{'primary_asset': np.float32(0.02)},0.0012290473925584012,0.03715881,0.06521885176556298
2018-12-21,{'primary_asset': np.float32(0.02)},0.0017207284879644166,0.046088252,0.13026285411824573
2018-12-24,{'primary_asset': np.float32(0.02)},0.0017731681450605294,0.04780194,0.08459894153115197
2018-12-26,{'primary_asset': np.float32(0.02)},0.0017876075048692814,0.054336064,0.07763526669018422
2018-12-27,{'primary_asset': np.float32(0.02)},0.001594997276527654,0.07101026,0.06603341386675109
2018-12-28,{'primary_asset': np.float32(0.02)},0.00144794851537663,0.07372968,0.028456660656107868
2018-12-31,{'primary_asset': np.float32(0.02)},0.0012040256112972622,0.097324155,0.06928212673537841
2019-01-02,{'primary_asset': np.float32(0.02)},0.0010424912825431937,0.09643551,0.044215358439991366
2019-01-03,{'primary_asset': np.float32(0.02)},0.001114038427847305,0.08376528,0.09552205341601289
2019-01-04,{'primary_asset': np.float32(0.02)},0.0010311300045922837,0.105037384,0.045306307589708834
2019-01-07,{'primary_asset': np.float32(0.02)},0.0009813569514345814,0.1048995,0.01601339708855373
2019-01-08,{'primary_asset': np.float32(0.02)},0.0007693587908710416,0.10960854,0.016282585409861362
2019-01-09,{'primary_asset': np.float32(0.02)},0.0007798369973507971,0.11728801,0.04683491011848177
2019-01-10,{'primary_asset': np.float32(0.02)},0.0006321888242624728,0.10121391,0.058610009318883334
2019-01-11,{'primary_asset': np.float32(0.02)},0.000763851183756583,0.09878933,0.07822189819895721
2019-01-14,{'primary_asset': np.float32(0.02)},0.0010678979662943845,0.08596312,0.09202509442199792
2019-01-15,{'primary_asset': np.float32(0.02)},0.0013296125256170178,0.07898673,0.08171122670296382
2019-01-16,{'primary_asset': np.float32(0.02)},0.0015292393357969319,0.08040337,0.09674161377896195
2019-01-17,{'primary_asset': np.float32(0.02)},0.0016408600854875119,0.08097618,0.08651519736525791
2019-01-18,{'primary_asset': np.float32(0.02)},0.0016937718221519593,0.083406925,0.0914498326607364
2019-01-22,{'primary_asset': np.float32(0.02)},0.0016894665723758285,0.0944895,0.09094878195390783
2019-01-23,{'primary_asset': np.float32(0.02)},0.001975914395382889,0.088350005,0.15332318405538092
2019-01-24,{'primary_asset': np.float32(0.02)},0.002093848705660088,0.05256549,0.12622519200727103
2019-01-25,{'primary_asset': np.float32(0.02)},0.0023724581405481153,0.037479144,0.1561675576441163
2019-01-28,{'primary_asset': np.float32(0.02)},0.002570441034357905,0.037814908,0.14094555721949953
2019-01-29,{'primary_asset': np.float32(0.009802283)},0.0013018434529132323,0.017144468,0.11238967017784797
2019-01-30,{'primary_asset': np.float32(0.010850314)},0.0014058303893406102,0.018229147,0.13710137722294938
2019-01-31,{'primary_asset': np.float32(0.004891837)},0.0006327760375624055,0.012512035,0.12516313104640886
2019-02-01,{'primary_asset': np.float32(0.003196545)},0.0004075526713586068,0.010402298,0.14688961397709063
2019-02-04,{},0.0,-0.0028969022,0.11448191405261664
2019-02-05,{},0.0,-0.001959953,0.11308895283103794
2019-02-06,{},0.0,0.007236968,0.11412649327175503
2019-02-07,{'primary_asset': np.float32(0.008899978)},0.001017556818461914,0.017357348,0.10807554943456107
2019-02-08,{},0.0,0.0011816286,0.09672775314843605
2019-02-11,{'primary_asset': np.float32(0.0041382737)},0.00041551801489877707,0.011778848,0.09502395048829759
2019-02-12,{'primary_asset': np.float32(0.005829435)},0.0005372077931981703,0.013979977,0.0718180153262259
2019-02-13,{'primary_asset': np.float32(0.0038694988)},0.00032889649426397124,0.011389918,0.07834063606159167
2019-02-14,{'primary_asset': np.float32(0.0036219202)},0.00030982773699773236,0.0108373165,0.11080162514209334
2019-02-15,{},0.0,0.001652143,0.08937129772004263
2019-02-19,{},0.0,0.0023544056,0.05479833570131973
2019-02-20,{},0.0,0.002748436,0.07109593392363252
2019-02-21,{'primary_asset': np.float32(-0.0059051327)},-0.0004422440171854042,-0.013708423,0.02339011195582647
2019-02-22,{'primary_asset': np.float32(-0.0071265986)},-0.0004117447577378445,-0.015059613,0.025223196718467993
2019-02-25,{'primary_asset': np.float32(-0.009856834)},-0.00045373766656008616,-0.017306248,0.030656420216149265
2019-02-26,{},0.0,-0.007846279,0.08434827165912101
2019-02-27,{},0.0,-0.001970469,0.11658991358559004
2019-02-28,{},0.0,0.01012727,0.13938569381068913
2019-03-01,{},0.0,0.0034120441,0.11560097633280475
2019-03-04,{},0.0,0.008059199,0.08444797278667537
2019-03-05,{},0.0,0.009721642,0.07794973656638254
2019-03-06,{'primary_asset': np.float32(0.02)},0.001888109215290042,0.072599344,0.07964293480383182
2019-03-07,{'primary_asset': np.float32(0.02)},0.0016916172918563716,0.065142654,0.0902627118542873
2019-03-08,{'primary_asset': np.float32(0.02)},0.0015944370671064107,0.0648919,0.09130591960227763
2019-03-11,{'primary_asset': np.float32(0.02)},0.0015751058751612046,0.06311498,0.07961517469235248
2019-03-12,{'primary_asset': np.float32(0.02)},0.0015593959048530498,0.058799524,0.07402224390155747
2019-03-13,{'primary_asset': np.float32(0.02)},0.001558057974370833,0.054695126,0.07930845217580142
2019-03-14,{'primary_asset': np.float32(0.02)},0.0016518446092120768,0.05354596,0.11370937108867185
2019-03-15,{'primary_asset': np.float32(0.02)},0.0018015659037222,0.054195415,0.1287362440664414
2019-03-18,{'primary_asset': np.float32(0.02)},0.001973621833297908,0.052048344,0.12262915804771693
2019-03-19,{'primary_asset': np.float32(0.02)},0.002087465734077612,0.04805609,0.10248321973263572
2019-03-20,{'primary_asset': np.float32(0.02)},0.0021908281457424903,0.05050005,0.10514905566960356
2019-03-21,{'primary_asset': np.float32(0.02)},0.0020792453422831723,0.056756046,0.08581366960032487
2019-03-22,{'primary_asset': np.float32(0.02)},0.002143115205733554,0.05995217,0.1447037102859375
2019-03-25,{'primary_asset': np.float32(0.02)},0.002129466669644965,0.053489108,0.1192170239493025
2019-03-26,{'primary_asset': np.float32(0.02)},0.002178869095751594,0.045195553,0.11483382653535057
2019-03-27,{'primary_asset': np.float32(0.02)},0.002140321511555073,0.041237377,0.09551215940507206
2019-03-28,{'primary_asset': np.float32(0.02)},0.0021333012369937326,0.039336864,0.08405860092076081
2019-03-29,{'primary_asset': np.float32(0.02)},0.001871877110148705,0.03504775,0.07934767711385934
2019-04-01,{'primary_asset': np.float32(0.02)},0.0016878022484420135,0.035179377,0.07319830749403122
2019-04-02,{'primary_asset': np.float32(0.02)},0.0015552991890508965,0.030457621,0.08170806094715277
2019-04-03,{'primary_asset': np.float32(0.02)},0.001506986827976856,0.026701678,0.08343406886659561
2019-04-04,{'primary_asset': np.float32(0.02)},0.0014020993310270334,0.029571805,0.05783672609720054
2019-04-05,{'primary_asset': np.float32(0.02)},0.0012444550604418386,0.024897307,0.03993660858665463
2019-04-08,{},0.0,0.0018578379,0.027037464281057147
2019-04-09,{'primary_asset': np.float32(0.02)},0.0009382418306818788,0.011721285,0.05131559500903708
2019-04-10,{'primary_asset': np.float32(-0.02)},-0.0010028501629126487,-0.017836884,0.04958615243083446
2019-04-11,{'primary_asset': np.float32(-0.02)},-0.0008861940036696649,-0.027556738,0.028672685634587466
2019-04-12,{'primary_asset': np.float32(-0.02)},-0.0007160803964717527,-0.028406356,-0.0025917941634073026
2019-04-15,{'primary_asset': np.float32(-0.02)},-0.0005137502328638753,-0.02320734,-0.02354507775152011
2019-04-16,{'primary_asset': np.float32(-0.02)},-8.758756424481961e-05,-0.026256934,-0.05522507452709638
2019-04-17,{'primary_asset': np.float32(-0.02)},0.00027110916800700805,-0.029079176,-0.040088032636496684
2019-04-18,{'primary_asset': np.float32(-0.02)},0.0004035233254988676,-0.01591226,-0.004430854478299187
2019-04-22,{'primary_asset': np.float32(-0.02)},0.0004090275696921707,-0.022175813,-0.003967855242490444
2019-04-23,{'primary_asset': np.float32(-0.02)},0.0005656462197441635,-0.0359752,-0.06269974113969322
2019-04-24,{'primary_asset': np.float32(-0.02)},0.0005443880797437766,-0.03453043,-0.04991053940821053
2019-04-25,{'primary_asset': np.float32(-0.02)},0.0005300934507752232,-0.03424973,-0.036514375314480874
2019-04-26,{'primary_asset': np.float32(-0.02)},0.0007772847104779516,-0.041273512,-0.06622867078527014
2019-04-29,{'primary_asset': np.float32(-0.02)},0.0010419055267249842,-0.029320335,-0.07012306078293266
2019-04-30,{'primary_asset': np.float32(-0.02)},0.0011410421473904433,-0.03747012,-0.08748389686002697
2019-05-01,{'primary_asset': np.float32(-0.02)},0.0012828046193316372,-0.03367762,-0.08535115818566866
2019-05-02,{'primary_asset': np.float32(-0.02)},0.001377797978267302,-0.0348163,-0.06026271557921378
2019-05-03,{'primary_asset': np.float32(-0.02)},0.001232852707204406,-0.03851986,-0.029992352209601326
2019-05-06,{'primary_asset': np.float32(-0.02)},0.0009862996477375614,-0.020936476,-0.008484794538499011
2019-05-07,{'primary_asset': np.float32(-0.02)},0.0005507918668897795,-0.027709631,0.02139305078550803
2019-05-08,{'primary_asset': np.float32(-0.02)},9.609710567942657e-06,-0.019322634,0.049944383918881556
2019-05-09,{'primary_asset': np.float32(-0.02)},-0.0003999199719939992,-0.018233206,0.042119707349697166
2019-05-10,{'primary_asset': np.float32(-0.02)},-0.0005968558926443462,-0.017024403,0.019241629053450664
2019-05-13,{'primary_asset': np.float32(0.02)},0.0005536029954768808,0.019924657,0.030701980782421104
2019-05-14,{'primary_asset': np.float32(0.02)},0.0007085988907907523,0.023488574,0.060142025480082954
2019-05-15,{'primary_asset': np.float32(0.02)},0.0006482382583380376,0.01883087,0.03485422546841158
2019-05-16,{'primary_asset': np.float32(0.02)},0.0007026269088186151,0.030804917,0.0557168702737618
2019-05-17,{'primary_asset': np.float32(0.02)},0.0009056441812846309,0.028875098,0.06999594830440208
2019-05-20,{'primary_asset': np.float32(0.02)},0.0009459120149738784,0.02369458,0.040768939429747006
2019-05-21,{'primary_asset': np.float32(0.02)},0.0008383719954506239,0.0427788,0.03325701999834262
2019-05-22,{'primary_asset': np.float32(0.02)},0.000911170981320329,0.05223975,0.05305397234263391
2019-05-23,{'primary_asset': np.float32(0.02)},0.0008752314624241222,0.038400404,0.046731990348882396
2019-05-24,{'primary_asset': np.float32(0.02)},0.000688506372566449,0.058467485,0.023314674796576024
2019-05-28,{'primary_asset': np.float32(0.02)},0.0007396881580053745,0.04905462,0.05356438607547886
2019-05-29,{'primary_asset': np.float32(0.02)},0.0008755604461853297,0.056965087,0.06722509280257703
2019-05-30,{'primary_asset': np.float32(0.02)},0.0010789025655758063,0.06774044,0.10388950332651578
2019-05-31,{'primary_asset': np.float32(0.02)},0.001269438128146403,0.0615061,0.09436588205623195
2019-06-03,{'primary_asset': np.float32(0.02)},0.001500199578701256,0.042740192,0.08100503872476945
2019-06-04,{},0.0,0.0052480306,0.01733431800927881
2019-06-05,{'primary_asset': np.float32(0.02)},0.0011973259618822992,0.027918857,0.027736754971599616
2019-06-06,{'primary_asset': np.float32(0.02)},0.0008926823414312883,0.025598362,0.027728596511434053
2019-06-07,{'primary_asset': np.float32(0.02)},0.0006126177773307808,0.032623943,0.024349739466122313
2019-06-10,{'primary_asset': np.float32(0.02)},0.00044378601780633176,0.04337328,0.03879709790023625
2019-06-11,{'primary_asset': np.float32(0.02)},0.000542946320152171,0.04051169,0.042124394149840004
2019-06-12,{'primary_asset': np.float32(0.02)},0.0006980118816052724,0.042798053,0.0665031462013713
2019-06-13,{'primary_asset': np.float32(0.02)},0.000714527586673769,0.040558122,0.03185752287084692
2019-06-14,{'primary_asset': np.float32(0.02)},0.0008012089062930393,0.043851122,0.04602006985530953
2019-06-17,{'primary_asset': np.float32(0.02)},0.0007819579852829442,0.01834333,0.033984367540139525
2019-06-18,{'primary_asset': np.float32(0.02)},0.0007731268401123891,0.01879723,0.039916607807853416
2019-06-19,{'primary_asset': np.float32(0.02)},0.0007090120236351941,0.01843223,0.050474441723803096
2019-06-20,{'primary_asset': np.float32(0.02)},0.0007186832384855678,0.02490993,0.03427532663748248
2019-06-21,{'primary_asset': np.float32(0.02)},0.0008168276956761039,0.036300357,0.07055618470136842
2019-06-24,{'primary_asset': np.float32(0.02)},0.0009969904055611436,0.03937197,0.07902504601813706
2019-06-25,{'primary_asset': np.float32(0.02)},0.0010800194374188696,0.05603034,0.06067386623624578
2019-06-26,{'primary_asset': np.float32(0.02)},0.0011298775738858647,0.05616862,0.06293897611915593
2019-06-27,{'primary_asset': np.float32(0.02)},0.001049708131558131,0.047226716,0.014232965607567425
2019-06-28,{'primary_asset': np.float32(0.02)},0.0008620652734219423,0.046433676,0.02364546911878498
2019-07-01,{'primary_asset': np.float32(0.02)},0.0004948360595656386,0.045147803,-0.012782259497992018
2019-07-02,{'primary_asset': np.float32(0.02)},0.0003254937335755818,0.026418224,0.018338283792457562
2019-07-03,{'primary_asset': np.float32(0.02)},-0.00018144862343611736,0.014806008,-0.06379661596653008
2019-07-05,{'primary_asset': np.float32(-0.02)},0.0002652575908500537,-0.03875559,-0.05671927656871662
2019-07-08,{'primary_asset': np.float32(-0.02)},0.0007670999316285515,-0.036330074,-0.10181511888010213
2019-07-09,{'primary_asset': np.float32(-0.02)},0.0011102032840554742,-0.0301942,-0.09855809952196208
2019-07-10,{'primary_asset': np.float32(-0.02)},0.0016110354702908534,-0.022836467,-0.10686976556500523
2019-07-11,{'primary_asset': np.float32(-0.02)},0.0018367586783973947,-0.022656456,-0.1202274192544922
2019-07-12,{'primary_asset': np.float32(-0.02)},0.002167335321804531,-0.028843628,-0.13936343926774172
2019-07-15,{'primary_asset': np.float32(-0.02)},0.002234821560721893,-0.030787364,-0.11868667898655126
2019-07-16,{'primary_asset': np.float32(-0.02)},0.0022771403663776266,-0.027979681,-0.10913780117237033
2019-07-17,{'primary_asset': np.float32(-0.02)},0.0021761067219204463,-0.03791487,-0.0816113538861407
2019-07-18,{'primary_asset': np.float32(-0.02)},0.0019076363542034841,-0.036780454,-0.053109825825056564
2019-07-19,{'primary_asset': np.float32(-0.02)},0.0016470591639167278,-0.03245914,-0.07421914023996401
2019-07-22,{'primary_asset': np.float32(-0.02)},0.0014243041600088592,-0.036356363,-0.06299792676484352
2019-07-23,{'primary_asset': np.float32(-0.02)},0.0012780976303585472,-0.04018427,-0.07258616794279962
2019-07-24,{'primary_asset': np.float32(-0.02)},0.001348275168329168,-0.04307124,-0.09915573877094348
2019-07-25,{'primary_asset': np.float32(-0.02)},0.001471063058684189,-0.044619754,-0.08380679909994261
2019-07-26,{'primary_asset': np.float32(-0.02)},0.0015360861218064298,-0.0471737,-0.09047490638386887
2019-07-29,{'primary_asset': np.float32(-0.02)},0.0016403586507680022,-0.04894833,-0.08906605958790484
2019-07-30,{'primary_asset': np.float32(-0.02)},0.0016869071632994068,-0.04796051,-0.08422329633576084
2019-07-31,{'primary_asset': np.float32(-0.02)},0.0013979645609542843,-0.031608958,-0.026920086570070275
2019-08-01,{'primary_asset': np.float32(-0.02)},0.001332451517878714,-0.028628184,-0.06742853796496732
